visualize scatter select facid , count ( * ) from faculty as t1 join student as t2 on t1 . facid = t2 . advisor group by t1 . facid
visualize scatter select snatch , clean_jerk from body_builder
visualize scatter select snatch , clean_jerk from body_builder
visualize pie select publisher , count ( * ) from publication group by publisher
visualize pie select publisher , count ( * ) from publication group by publisher
visualize pie select publisher , count ( * ) from publication group by publisher
visualize bar select publisher , count ( * ) from publication group by publisher
visualize bar select publisher , count ( * ) from publication group by publisher
visualize bar select publisher , count ( * ) from publication group by publisher
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by price desc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by price desc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by price desc
visualize bar select writer , count ( writer ) from book group by writer order by writer asc
visualize bar select writer , count ( writer ) from book group by writer order by writer asc
visualize bar select writer , count ( writer ) from book group by writer order by writer asc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher asc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher asc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher asc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher desc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher desc
visualize bar select publisher , count ( * ) from publication group by publisher order by publisher desc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) asc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) asc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) asc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) desc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) desc
visualize bar select publisher , count ( * ) from publication group by publisher order by count ( * ) desc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by publication_date asc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by publication_date asc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by publication_date desc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by publication_date desc
visualize bar select publication_date , count ( publication_date ) from publication group by publication_date order by count ( publication_date ) asc
